,us_house_price_idx,us_cpi,us_unemployment,us_consumer_confidence,us_real_gdp,us_gdp_yoy_growth,us_bond_yield_10y,us_reer,us_oil_price,us_credit,us_credit_qoq_growth,us_credit_yoy_growth,us_industrial_production,us_vix,us_sp500_close,us_sp500_qoq_growth
2000-06-30,86.0989232694648,3.329322,3.933333,100.7837,14130.908,5.2444568111355006,6.1,100.53,32.44,13514.042,2.4969620371059875,10.181814920564003,92.9862,19.54,1454.5999755859375,-2.934777039493852
2000-09-30,86.8842011443255,3.508073,4.0,100.1366,14145.312,3.9731723525519014,5.8,102.31,30.87,13782.955,1.9898783798363295,9.24626882707027,92.9792,20.57,1436.510009765625,-1.2436385345754974
2000-12-31,87.9020311222318,3.4271,3.9,99.1219,14229.765,2.9055943095086967,5.24,103.27,26.72,14015.065,1.6840365509428246,8.636545970719034,92.3415,26.85,1320.280029296875,-8.091136134005328
2001-03-31,88.8661829130291,3.393488,4.233333,98.35949,14183.12,2.1975051856706784,4.89,106.28,26.37,14130.7,0.8250764445259406,7.173991427415549,91.1162,28.64,1160.3299560546875,-12.114859703465342
2001-06-30,89.8743413614778,3.377329,4.4,98.22601,14271.694,0.9962983270431103,5.28,107.7,26.37,14471.316,2.4104679881393087,7.083550576504072,89.8784,19.06,1224.3800048828125,5.51998580178914
2001-09-30,91.1969225235107,2.695937,4.833333,98.07815,14214.516,0.48923629256110157,4.73,106.58,23.44,14780.642,2.1375111980140415,7.238556608506674,88.7485,31.93,1040.93994140625,-14.982281868783042
2001-12-31,92.6002623821926,1.857882,5.5,98.56182,14253.574,0.16731829373148877,5.09,106.95,19.96,14963.76,1.2389042370419379,6.769108812552771,87.9324,23.8,1148.0799560546875,10.292622118399786
2002-03-31,93.9253689973521,1.252134,5.7,99.37714,14372.785,1.3372586567694578,5.28,108.48,26.21,15137.544,1.1613658599175514,7.125223803491676,89.1686,17.4,1147.3900146484375,-0.06009524011035827
2002-06-30,94.9492638157387,1.295531,5.833333,99.21523,14460.848,1.3253787532159889,4.93,105.49,26.79,15366.315,1.5112821472228255,6.184641396815604,90.7061,25.4,989.8200073242188,-13.732907321186548
2002-09-30,96.2680608880116,1.59385,5.733333,98.35358,14519.633,2.1465169830615416,3.87,105.81,30.59,15614.423,1.6146226339887049,5.6410337250574205,90.6531,39.69,815.280029296875,-17.633506772527042
2002-12-31,97.7446202313036,2.200075,5.866667,97.8903,14537.58,1.9925248221954739,4.03,104.28,31.21,15914.764,1.9234844604888668,6.355381267809679,90.4652,28.62,879.8200073242188,7.916295715351351
2003-03-31,98.699922940589,2.866779,5.866667,97.81909,14614.141,1.6792570124718242,3.81,103.11,31.14,16107.287,1.2097131946160244,6.406210941484303,91.1044,29.15,848.1799926757812,-3.5961917647978625
2003-06-30,100.178545531622,2.131603,6.133333,98.46088,14743.567,1.9550651524723905,3.33,98.44,30.15,16531.904,2.6361795130365406,7.5853514652016285,90.6527,19.52,974.5,14.893066143391675
2003-09-30,101.493888958452,2.196383,6.133333,99.57734,14988.782,3.2311353875128956,4.27,99.76,29.19,16827.159,1.7859709323257755,7.766767942689912,91.5059,22.72,995.969970703125,2.203178112172899
2003-12-31,103.266854961692,1.895124,5.833333,100.6823,15162.76,4.300440651057458,4.27,95.11,32.51,17106.15,1.6579804113100893,7.486042520014768,92.2602,18.31,1111.9200439453125,11.641924621515475
2004-03-31,104.752106311837,1.785064,5.7,101.1322,15248.68,4.341952085996703,3.83,95.67,35.75,17427.102,1.8762374935330062,8.193900065231329,92.5861,16.74,1126.2099609375,1.2851568842561667
2004-06-30,106.673439588665,2.867514,5.6,101.0138,15366.85,4.227491217016888,4.73,97.58,36.92,17834.915,2.3401079536919056,7.881796313358724,92.871,14.34,1140.8399658203125,1.2990477255798716
2004-09-30,108.890889094825,2.727108,5.433333,100.684,15512.619,3.494860356231766,4.13,96.19,49.56,18213.253,2.1213333509018772,8.237243137715655,93.7467,13.34,1114.5799560546875,-2.301813624380078
2004-12-31,110.627753299077,3.322499,5.433333,100.5736,15670.88,3.3511049439547858,4.23,90.89,43.36,18722.493,2.795985977903004,9.448899957032975,95.5365,13.29,1211.9200439453125,8.733342759471707
2005-03-31,112.716921097129,3.042233,5.3,100.4079,15844.727,3.9088432572524257,4.5,91.68,55.31,19053.399,1.767424883000368,9.331999089693754,96.4456,14.02,1180.5899658203125,-2.585160488228855
2005-06-30,114.966565872345,2.946366,5.1,100.3841,15922.782,3.6177355801611855,4.0,94.29,56.63,19555.892,2.6372879715582442,9.649482489824024,97.1753,12.04,1191.3299560546875,0.9097138333640231
2005-09-30,116.741502174166,3.83263,4.966667,100.6146,16047.587,3.448598847170792,4.2,94.5,66.21,20032.135,2.435291624641822,9.986585043319817,95.3005,11.92,1228.81005859375,3.146072366314434
2005-12-31,118.281507652431,3.739951,4.966667,101.1207,16136.734,2.9727366937913002,4.47,94.38,61.06,20516.36,2.4172410978660075,9.581346885802034,98.0452,12.07,1248.2900390625,1.5852718923087927
2006-03-31,119.381991014708,3.6471,4.733333,101.3753,16353.835,3.2131067957182013,4.72,94.22,66.25,21066.108,2.6795591420700315,10.563516777242722,98.4628,11.39,1294.8699951171875,3.731501061217335
2006-06-30,119.154582135583,4.010283,4.633333,101.2265,16396.151,2.9729038556202125,5.11,93.73,73.94,21654.762,2.7943177733637192,10.732673303779737,99.0997,13.08,1270.199951171875,-1.9052139626634768
2006-09-30,118.48546459258,3.335591,4.633333,101.2501,16420.738,2.325277937424497,4.72,92.63,62.9,22127.754,2.1842401223343133,10.461286328192188,99.3183,11.98,1335.8499755859375,5.168479525880509
2006-12-31,119.241580478205,1.937332,4.433333,101.5815,16561.866,2.6345603763438197,4.56,90.23,60.85,22638.449,2.3079387090076953,10.343399121481589,100.1735,11.56,1418.300048828125,6.172105756563173
2007-03-31,118.871727977828,2.424095,4.5,101.9422,16611.69,1.5767249700146868,4.56,91.31,65.94,23040.774,1.7771756360164037,9.37366313701611,100.9547,14.64,1420.8599853515625,0.18049329727884977
2007-06-30,117.543446984268,2.650684,4.5,102.1919,16713.314,1.9343747200181172,5.1,89.89,70.47,23667.946,2.7220092519461225,9.296726512163932,101.7893,16.23,1503.3499755859375,5.805638210999686
2007-09-30,115.378590892797,2.360478,4.666667,101.9974,16809.587,2.3680360773066234,4.52,87.2,81.64,24209.676,2.2888762717305555,9.4086458119518,102.0894,18.0,1526.75,1.556525412849541
2007-12-31,112.128582264457,3.974384,4.8,101.6229,16915.191,2.133364682457861,4.1,84.43,95.95,24691.757,1.9912740674431273,9.070002984745118,102.3803,22.5,1468.3599853515625,-3.824464689598006
2008-03-31,108.665834340447,4.095428,5.0,101.1763,16843.003,1.3924712055185307,3.51,81.49,101.54,25019.455,1.3271554551585796,8.587736679332036,101.5336,25.61,1322.699951171875,-9.919913075322118
2008-06-30,104.589139206153,4.379385,5.333333,100.2967,16943.291,1.3760107660276244,4.1,82.41,139.96,25185.007,0.6616930704525625,6.4097704126923505,100.0335,23.95,1280.0,-3.2282416835385908
2008-09-30,100.879193561927,5.302814,6.0,98.22334,16854.295,0.26596727212868654,3.69,85.33,100.7,25446.404,1.0379071961345687,5.108403763850444,93.7895,39.39,1166.3599853515625,-8.878126144409181
2008-12-31,99.4926215315527,1.601687,6.866667,95.66187,16485.35,-2.5411536884212604,2.42,89.56,44.6,25207.752,-0.9378613968401894,2.0897459828395304,90.8357,40.0,903.25,-22.558214329708537
2009-03-31,99.5591214180201,-0.04023253,8.266666,94.78019,16298.262,-3.234227293078318,2.82,93.46,49.64,25034.341,-0.6879272693574578,0.059497698890709216,86.6528,44.14,797.8699951171875,-11.666759466682809
2009-06-30,97.77330294517,-1.150445,9.3,95.88248,16269.145,-3.9788374053187248,3.72,88.35,69.82,24918.068,-0.4644540073972858,-1.0599123518210685,84.7459,26.35,919.3200073242188,15.221779606988894
2009-09-30,96.6643830424593,-1.62336,9.633333,97.51221,16326.281,-3.1328157006863644,3.4,85.98,70.46,24706.482,-0.8491268263655094,-2.907766456902905,87.4063,25.61,1057.0799560546875,14.984983208560209
2009-12-31,95.8740696963134,1.443934,9.933333,98.84718,16502.754,0.10557252348297741,3.59,84.11,79.39,24496.841,-0.8485263098161888,-2.8202078471733616,88.3793,21.68,1115.0999755859375,5.488706809634025
2010-03-31,94.634796605452,2.360525,9.833333,99.63284,16582.71,1.7452658449103264,3.73,84.68,83.45,24354.295,-0.5818954370483964,-2.716452572088879,90.2928,17.59,1169.4300537109375,4.872215883284525
2010-06-30,93.9936507929743,1.767765,9.633333,99.60513,16743.162,2.91359502911801,3.2,87.36,75.59,24225.045,-0.530707212013326,-2.781206793399882,91.9928,34.54,1030.7099609375,-11.86219666009427
2010-09-30,92.2847583329001,1.175609,9.466666,99.61214,16872.266,3.344209253779229,2.65,83.95,79.95,24202.399,-0.09348176649413009,-2.0402864317145553,92.9537,23.7,1141.199951171875,10.719794551502826
2010-12-31,90.7799135047109,1.270248,9.5,100.1113,16960.864,2.7759609093124693,3.29,81.7,91.38,24132.748,-0.28778552076594854,-1.4862855173856993,93.6787,17.75,1257.6400146484375,10.20330077625684
2011-03-31,88.0098902595533,2.141127,9.033334,100.3613,16920.632,2.037797199613345,3.41,79.88,106.19,24119.472,-0.0550123840020178,-0.964195432468884,94.0788,17.74,1325.8299560546875,5.422055644858914
2011-06-30,86.4094299863782,3.430395,9.066667,99.78638,17035.114,1.7437088645501975,3.0,78.96,95.3,24141.256,0.09031706830067154,-0.34587758247712763,94.172,16.52,1320.6400146484375,-0.39144849477483756
2011-09-30,86.2760501885867,3.756174,9.0,99.13931,17031.313,0.9426534645672335,1.98,80.98,78.93,24212.82,0.2964385945785075,0.04305771506369904,95.1961,42.96,1131.4200439453125,-14.327899246146691
2011-12-31,86.1383699779629,3.293777,8.633333,99.52255,17222.583,1.543075871606514,1.98,82.1,98.83,24297.681,0.3504796219523376,0.6834406094158973,96.3571,23.4,1257.5999755859375,11.152350739750894
2012-03-31,85.949647282451,2.815192,8.266666,99.95192,17367.01,2.6380693108862374,2.17,81.22,103.03,24325.59,0.11486281345121085,0.8545709458316342,96.74,15.5,1408.469970703125,11.996660149972938
2012-06-30,87.0782780077535,1.889765,8.2,99.71552,17444.525,2.403335839137921,1.62,84.19,85.04,24413.329,0.36068601008238943,1.1270043281923714,97.6663,17.08,1362.1600341796875,-3.287960516497135
2012-09-30,87.8780672190928,1.697784,8.033334,99.62157,17469.65,2.5737123144880414,1.72,81.8,92.18,24600.402,0.766274030059555,1.600730522095306,97.381,15.73,1440.6700439453125,5.763640673315229
2012-12-31,88.7078064650898,1.889365,7.8,99.91846,17489.852,1.551852007332477,1.72,80.5,91.83,24771.868,0.6970048700830178,1.9515730739900539,98.3101,18.02,1426.18994140625,-1.0050949972839285
2013-03-31,90.224771370431,1.681829,7.733333,100.3331,17662.4,1.700868485709428,1.96,82.27,97.24,24798.356,0.10692774561853469,1.9434924291661604,99.1921,12.7,1569.18994140625,10.026714945065397
2013-06-30,91.9708217625071,1.39285,7.533333,100.6512,17709.671,1.5199382041070075,2.3,83.06,96.36,25005.821,0.8366078783609732,2.4269201467771895,99.3897,16.86,1606.280029296875,2.363645528939995
2013-09-30,93.0129268939342,1.553359,7.233333,100.7475,17860.45,2.237022493295515,2.81,82.86,102.36,25246.055,0.9607123077462587,2.62456280185992,100.161,16.6,1681.550048828125,4.685983649077574
2013-12-31,93.6104804185167,1.233471,6.933333,100.7515,18016.147,3.0091449601746367,2.9,82.06,98.17,25547.606,1.194448003856441,3.1315280704709014,100.5175,13.72,1848.3599853515625,9.920010209609131
2014-03-31,94.2967836390594,1.405456,6.666667,100.8007,17953.974,1.6508175559380112,2.72,83.33,101.57,25734.748,0.7325226481103453,3.776024507431064,101.8942,13.88,1872.3399658203125,1.2973652675233094
2014-06-30,94.685294524021,2.050846,6.2,100.942,18185.911,2.6891521587272926,2.6,83.38,106.07,25987.556,0.9823605033940863,3.9260258641377943,102.735,11.57,1960.22998046875,4.694126934898324
2014-09-30,95.4488500212256,1.783154,6.066667,100.9466,18406.941,3.059782928201682,2.53,84.63,91.17,26171.607,0.7082274300822977,3.666125261946873,103.0641,16.31,1972.2900390625,0.6152369218874076
2014-12-31,96.8051681274448,1.248028,5.7,100.79,18500.031,2.6858351011456394,2.21,87.77,53.45,26475.049,1.1594320516886913,3.630254044155845,103.7044,19.2,2058.89990234375,4.391335025066545
2015-03-31,98.574511441529,-0.06269593,5.533333,100.4775,18666.621,3.9692994988184793,2.04,92.44,47.72,26681.023,0.7779928943663306,3.6770323144411643,101.8914,15.29,2067.889892578125,0.4366404711633187
2015-06-30,99.3463064947448,-0.03827201,5.433333,100.1404,18782.243,3.2790878609270546,2.36,92.4,59.48,27099.713,1.569242678588445,4.2795751936042015,100.571,18.23,2063.110107421875,-0.23114311711688318
2015-09-30,100.291901617658,0.1095034,5.1,99.63113,18857.418,2.4473213664345517,2.17,95.55,45.06,27387.493,1.0619300654586272,4.645820946340806,100.7547,24.5,1920.030029296875,-6.935164420467954
2015-12-31,101.787280446068,0.4662646,5.033333,99.25893,18892.206,2.119861312664817,2.24,96.42,37.13,27540.109,0.5572470616423519,4.022882072852818,99.0417,18.21,2043.93994140625,6.453540320655904
2016-03-31,103.001953519955,1.080267,4.9,99.09669,19001.69,1.7950168913805964,1.89,95.73,36.94,27835.902,1.0740444055613585,4.328465966241235,98.3096,13.95,2059.739990234375,0.7730192315364315
2016-06-30,103.822044640492,1.047063,4.933333,99.10478,19062.709,1.493250832714721,1.64,96.43,48.27,28121.919,1.0275111616645516,3.7720178069782673,98.8833,15.63,2098.860107421875,1.8992745381929854
2016-09-30,105.009110012726,1.117615,4.9,99.25753,19197.938,1.8057615310855146,1.63,96.61,47.72,28467.669,1.2294680174564254,3.944048474973605,98.7457,13.29,2168.27001953125,3.3070289851110823
2016-12-31,106.145280524029,1.800621,4.766667,99.67922,19304.352,2.1815663030564147,2.49,101.15,53.75,28626.556,0.5581314016261718,3.9449625998212223,99.0214,14.04,2238.830078125,3.2542099442487427
2017-03-31,106.878052599422,2.53932,4.566667,99.9113,19398.343,2.0874616941966906,2.48,99.28,50.54,28966.27,1.186709291889665,4.060827631883468,99.0137,12.37,2362.719970703125,5.533688947125537
2017-06-30,108.499027862779,1.901991,4.366667,99.94785,19506.949,2.3304137937582903,2.19,96.84,46.02,29365.576,1.378520603446698,4.4223760121064215,100.3471,11.18,2423.409912109375,2.568647243803057
2017-09-30,109.745083635889,1.966925,4.333333,100.1694,19660.766,2.410821412174591,2.2,93.57,51.67,29686.352,1.0923538499636454,4.280937086910752,99.7954,9.51,2519.360107421875,3.9593052266169604
2017-12-31,110.741816962729,2.117558,4.166667,100.5725,19882.352,2.9941434967617697,2.4,94.38,60.46,30185.758,1.6822747368892,5.446697814434964,101.4644,11.04,2673.610107421875,6.122586427624599
2018-03-31,111.993606873921,2.214195,4.033333,100.905,20044.077,3.328810094759116,2.84,92.17,64.87,30413.27,0.7537064333451582,4.995465415464273,102.2067,19.97,2640.8701171875,-1.224561133408708
2018-06-30,112.698004980836,2.711887,3.933333,100.866,20150.476,3.2989628465220244,2.91,96.91,74.13,30982.652,1.8721498872038334,5.506706219554469,103.198,16.09,2718.3701171875,2.934638833451486
2018-09-30,113.749117494993,2.64094,3.766667,100.5482,20276.154,3.130030640718684,3.0,97.62,73.16,31297.757,1.017036888901579,5.428100428102467,104.1004,12.12,2913.97998046875,7.1958510007325005
2018-12-31,114.560196731927,2.203131,3.833333,99.93317,20304.874,2.125110751484538,2.83,98.55,45.15,31649.593,1.124157235932266,4.849422697949146,104.0936,25.42,2506.85009765625,-13.97160878047653
2019-03-31,115.708404627779,1.644936,3.866667,99.43452,20431.641,1.9335587266003706,2.57,97.69,60.19,31930.827,0.8885864661829945,4.989785708672567,102.8757,13.71,2834.39990234375,13.066190315637094
2019-06-30,116.407017775045,1.811376,3.633333,99.09541,20602.275,2.242125694698238,2.07,98.75,58.2,32290.786,1.1273087289596306,4.222149866318747,102.4375,15.08,2941.760009765625,3.7877544143682496
2019-09-30,117.657063019342,1.757488,3.6,98.95823,20843.322,2.797216868642849,1.7,100.11,54.09,32664.593,1.1576274420820765,4.3672011384074505,102.2917,16.24,2976.739990234375,1.1890834178392762
2019-12-31,119.158664152198,2.032914,3.6,99.17158,20985.448,3.3517765241980912,1.86,98.12,61.14,32941.707,0.8483620169398742,4.082561188069622,101.7003,13.78,3230.780029296875,8.534169591429386
2020-03-31,121.029317602844,2.118652,3.833333,97.75912,20709.212,1.3585350290757248,0.87,102.42,20.51,33855.658,2.774449423644021,6.028127614734191,97.4078,53.54,2584.590087890625,-20.0010503824639
2020-06-30,122.255809233522,0.3642956,13.0,96.27989,19077.992,-7.39861495878491,0.73,101.77,39.27,34521.688,1.9672634925600896,6.908788160189117,91.5934,30.43,3100.2900390625,19.952871969448594
2020-09-30,125.870959256677,1.222386,8.8,98.85346,20558.879,-1.3646720997737227,0.68,99.25,40.05,34736.284,0.6216266133915571,6.342313831983137,95.9669,26.37,3363.0,8.473722059144539
2020-12-31,130.825282385654,1.239488,6.766667,100.0358,20791.917,-0.9222152417236895,0.93,95.07,48.35,35072.866,0.9689637498357717,6.469485628052007,98.363,22.75,3756.070068359375,11.688078155199966
2021-03-31,134.030300409343,1.898514,6.233333,101.0647,21082.134,1.8007541764505586,1.61,96.76,59.19,35513.128,1.2552780830628274,4.895695720933846,98.3856,19.4,3972.889892578125,5.77251809132131
2021-06-30,137.982128416549,4.848945,5.933333,101.3568,21440.929,12.385669309432568,1.52,97.19,73.52,36492.706,2.7583546005860216,5.709506441284096,99.7987,15.83,4297.5,8.170629345361146
2021-09-30,142.267464049887,5.335693,5.066667,101.1822,21617.828,5.1508109950936465,1.37,98.68,75.22,37004.841,1.403390036354124,6.530799322115177,98.8579,23.14,4307.5400390625,0.23362510907505296
2021-12-31,145.203948652326,6.689106,4.166667,101.0861,21988.737,5.756179192135091,1.47,101.02,75.33,37773.874,2.078195660940696,7.701132835850943,100.5726,17.22,4766.18017578125,10.647379538196212
2022-03-31,148.597318866443,7.966707,3.866667,100.633,21932.71,4.034582077886428,2.13,102.44,100.53,38484.522,1.881321465730501,8.367029792475611,101.3907,20.56,4530.41015625,-4.9467290542075215
2022-06-30,150.540948036499,8.635612,3.633333,99.71288,21967.045,2.4537929303342976,3.14,107.43,107.76,39151.836,1.7339802219708211,7.2867438221764225,101.018,28.71,3785.3798828125,-16.445095427169687
2022-09-30,148.673356279946,8.329475,3.533333,99.05516,22125.625,2.3489732641040373,3.52,111.26,79.91,39621.446,1.1994584366362915,7.070980253637638,101.2918,31.62,3585.6201171875,-5.277139198948255
2022-12-31,147.540921859391,7.101672,3.566667,98.73925,22278.345,1.3170742821654535,3.62,107.45,80.16,39968.814,0.8767171193095669,5.810735748205209,99.7664,21.67,3839.5,7.080501406034023
2023-03-31,147.381040481967,5.80477,3.533333,98.59053,22439.607,2.3111462286238282,3.66,106.84,75.68,40248.554,0.6998956736619766,4.583744082880914,101.0205,18.7,4109.31005859375,7.027218611635622
2023-06-30,149.043363364415,3.974292,3.533333,98.70115,22580.499,2.792610476283919,3.75,107.26,70.66,40457.113,0.5181776219836287,3.333884520766772,100.1196,13.59,4450.3798828125,8.299929169508037
2023-09-30,151.299541979656,3.51429,3.633333,98.89146,22840.989,3.2331922827038895,4.38,109.14,90.77,40668.132,0.5215868962276105,2.641715802093625,101.0211,17.52,4288.0498046875,-3.647555543559855
2023-12-31,152.407510338912,3.243401,3.8,99.07044,23033.78,3.390893713155063,4.02,106.66,71.89,40892.094,0.5507063860223482,2.310000992273631,100.6031,12.45,4769.830078125,11.23541692334915
2024-03-31,152.760309697548,3.241019,3.833333,99.40149,23082.119,2.8632943527041155,4.21,108.39,83.96,41158.249,0.6508715352165684,2.2601929997286607,100.4575,13.01,5254.35009765625,10.158014260367798
2024-06-30,153.539549860848,3.198886,3.966667,99.46564,23286.508,3.1266315239534936,4.31,111.04,82.83,41489.309,0.8043588054486905,2.551333803773903,100.894,12.44,5460.47998046875,3.9230328961986416
2024-09-30,154.412835006889,2.621493,4.166667,99.67978,23478.57,2.7913896372876,3.72,108.79,68.75,41835.494,0.8343956752810744,2.8704588644494544,99.8084,16.73,5762.47998046875,5.530649339988525
2024-12-31,155.442612653776,2.744968,4.133333,100.0163,23586.542,2.3997884845648576,4.39,113.45,72.44,41746.359,-0.21306070868913896,2.0890713006773476,100.3273,17.35,5881.6298828125,2.0676844474530887
2025-03-31,155.349399988534,2.7363,4.133333,99.90885,23548.21,2.0192730138857806,4.28,112.92,71.87,41932.4,0.4456460502340054,1.8809133498366215,101.0404,22.28,5611.85009765625,-4.586820159231875
2025-06-30,154.557746808787,2.445232,4.2,99.85506,23770.976,2.0804665087611918,4.38,108.72,66.3,42224.199,0.6958795585275235,1.7712755833074967,101.4785,16.73,6204.9501953125,10.568708845304942
2025-09-30,153.894276899797,2.878037,4.333333,100.0479,24026.834,2.335167772142843,4.12,108.27,63.17,42637.245,0.9782210433405769,1.916437272140259,101.668,16.28,6688.4599609375,7.792323071187024
2025-12-31,153.937931550587,,4.45,100.4661,24065.956,2.032574338366322,4.14,107.5,57.26,,,,101.6781,14.95,6845.5,2.347925232111092
