,us_house_price_idx,us_consumer_confidence,us_real_gdp,us_gdp_yoy_growth,us_bond_yield_10y,us_bond_yield_1y,us_term_spread,us_reer,us_reer_log_ret,us_oil_price,us_oil_log_ret,us_credit,us_credit_qoq_growth,us_credit_yoy_growth,us_industrial_production,us_vix,us_vix_log_ret,us_delinquency_rate,us_cpi,us_unemployment,us_sp500_close,us_sp500_log_ret
2008-09-30,100.879193561927,98.22461,16854.295,0.26596727212868654,3.69,1.78,1.91,85.33,0.034819303773201304,100.7,-0.3292108677749707,25446.404,1.0379071961345687,5.108403763850444,93.7895,39.39,0.4975436531258904,4.8,4.953319875136075,6.1,1166.3599853515625,-0.09297230235922348
2008-12-31,99.4926215315527,95.66034,16485.35,-2.5411536884212604,2.42,0.37,2.05,89.56,0.04838269918206067,44.6,-0.8144119406984982,25207.752,-0.9378613968401894,2.0897459828395304,90.8357,40.0,0.01536747713112185,5.64,-0.02222800255385904,7.3,903.25,-0.2556436845266899
2009-03-31,99.5591214180201,94.77749,16298.262,-3.234227293078318,2.82,0.57,2.25,93.47,0.04273173746393784,49.64,0.10706310131038806,25034.341,-0.6879272693574578,0.059497698890709216,86.6528,44.14,0.09848694671465397,6.51,-0.4464787676623838,8.7,797.8699951171875,-0.12405369923675116
2009-06-30,97.77330294517,95.88055,16269.145,-3.9788374053187248,3.72,0.56,3.16,88.36,-0.056221150642575615,69.82,0.3411235413404834,24918.068,-0.4644540073972858,-1.0599123518210685,84.7459,26.35,-0.515898125841219,6.77,-1.2291746182109153,9.5,919.3200073242188,0.14168860349272752
2009-09-30,96.6643830424593,97.51126,16326.281,-3.1328157006863644,3.4,0.4,3.0,85.99,-0.02718836812911135,70.46,0.009124671236201693,24706.482,-0.8491268263655094,-2.907766456902905,87.4063,25.61,-0.028485374775937565,6.49,-1.377942862886472,9.8,1057.0799560546875,0.1396313530536158
2009-12-31,95.8740696963134,98.84698,16502.754,0.10557252348297741,3.59,0.47,3.12,84.11,-0.02210554444845911,79.39,0.1193272428239305,24496.841,-0.8485263098161888,-2.8202078471733616,88.3793,21.68,-0.1665927236399884,6.33,2.8141231232083674,9.9,1115.0999755859375,0.053433716739917626
2010-03-31,94.634796605452,99.63324,16582.71,1.7452658449103264,3.73,0.41,3.32,84.68,0.006753980292318509,83.45,0.04987523437082205,24354.295,-0.5818954370483964,-2.716452572088879,90.2928,17.59,-0.20905961782197863,5.78,2.2861714393279886,9.9,1169.4300537109375,0.04757243144603832
2010-06-30,93.9936507929743,99.6057,16743.162,2.91359502911801,3.2,0.32,2.8800000000000003,87.37,0.03127252804333879,75.59,-0.09892365080375869,24225.045,-0.530707212013326,-2.781206793399882,91.9928,34.54,0.6747875139690658,5.1,1.1215605940686268,9.4,1030.7099609375,-0.12626864928207598
2010-09-30,92.2847583329001,99.61307,16872.266,3.344209253779229,2.65,0.27,2.38,83.95,-0.03993059078645338,79.95,0.05607743997587796,24202.399,-0.09348176649413009,-2.0402864317145553,92.9537,23.7,-0.376643024577447,4.58,1.1183122472331775,9.5,1141.199951171875,0.10183245031147231
2010-12-31,90.7799135047109,100.113,16960.864,2.7759609093124693,3.29,0.29,3.0,81.71,-0.027044990126933836,91.38,0.1336251968551622,24132.748,-0.28778552076594854,-1.4862855173856993,93.6787,17.75,-0.2890895322196606,4.14,1.437793022217937,9.3,1257.6400146484375,0.09715666287976463
2011-03-31,88.0098902595533,100.3634,16920.632,2.037797199613345,3.41,0.3,3.1100000000000003,79.88,-0.02265088484900157,106.19,0.1502033062806288,24119.472,-0.0550123840020178,-0.964195432468884,94.0788,17.74,-0.0005635390399914589,3.82,2.619241510354109,9.0,1325.8299560546875,0.052801684820652985
2011-06-30,86.4094299863782,99.78762,17035.114,1.7437088645501975,3.0,0.19,2.81,78.96,-0.01158411342238838,95.3,-0.1082001317555978,24141.256,0.09031706830067154,-0.34587758247712763,94.172,16.52,-0.07125020878860136,3.65,3.5023181506360412,9.1,1320.6400146484375,-0.003922166596971274
2011-09-30,86.2760501885867,99.1395,17031.313,0.9426534645672335,1.98,0.13,1.85,80.98,0.025260815478789028,78.93,-0.1884684269398452,24212.82,0.2964385945785075,0.04305771506369904,95.1961,42.96,0.9556976821077773,3.45,3.812621692818685,9.0,1131.4200439453125,-0.15464295884840645
2011-12-31,86.1383699779629,99.52328,17222.583,1.543075871606514,1.98,0.12,1.8599999999999999,82.1,0.013735805854367312,98.83,0.2248398186677813,24297.681,0.3504796219523376,0.6834406094158973,96.3571,23.4,-0.6075334278369536,3.25,3.062066838419386,8.5,1257.5999755859375,0.10573160345399048
2012-03-31,85.949647282451,99.95286,17367.01,2.6380693108862374,2.17,0.19,1.98,81.23,-0.010653379395519958,103.03,0.04161900556888407,24325.59,0.11486281345121085,0.8545709458316342,96.74,15.5,-0.41189599843845465,3.06,2.5828752813320977,8.2,1408.469970703125,0.11329886477284812
2012-06-30,87.0782780077535,99.71517,17444.525,2.403335839137921,1.62,0.21,1.4100000000000001,84.19,0.03579151228671014,85.04,-0.19189847392328407,24413.329,0.36068601008238943,1.1270043281923714,97.6663,17.08,0.09706816443522276,2.92,1.653870448297634,8.2,1362.1600341796875,-0.033432287829913476
2012-09-30,87.8780672190928,99.62059,17469.65,2.5737123144880414,1.72,0.17,1.55,81.8,-0.028798905740871204,92.18,0.08062145325866964,24600.402,0.766274030059555,1.600730522095306,97.381,15.73,-0.08233847129023726,2.82,1.9497168982819613,7.8,1440.6700439453125,0.056036613438408385
2012-12-31,88.7078064650898,99.91759,17489.852,1.551852007332477,1.72,0.16,1.56,80.51,-0.015895843296811877,91.83,-0.003804145666931441,24771.868,0.6970048700830178,1.9515730739900539,98.3101,18.02,0.13591253511000534,2.71,1.7595049796895523,7.9,1426.18994140625,-0.010101801796879965
2013-03-31,90.224771370431,100.3328,17662.4,1.700868485709428,1.96,0.14,1.8199999999999998,82.28,0.02174666447286702,97.24,0.05724310782249172,24798.356,0.10692774561853469,1.9434924291661604,99.1921,12.7,-0.3498802587156464,2.64,1.5187472411246183,7.5,1569.18994140625,0.09555301345480538
2013-06-30,91.9708217625071,100.6516,17709.671,1.5199382041070075,2.3,0.15,2.15,83.06,0.009435173417851179,96.36,-0.009090971701251963,25005.821,0.8366078783609732,2.4269201467771895,99.3897,16.86,0.2833419591091638,2.53,1.7157935271568725,7.5,1606.280029296875,0.023361439449883753
2013-09-30,93.0129268939342,100.7479,17860.45,2.237022493295515,2.81,0.1,2.71,82.86,-0.0024108015533517596,102.36,0.06040483354491747,25246.055,0.9607123077462587,2.62456280185992,100.161,16.6,-0.015541257211211686,2.44,1.0947341081747997,7.2,1681.550048828125,0.04579505138026749
2013-12-31,93.6104804185167,100.752,18016.147,3.0091449601746367,2.9,0.13,2.77,82.06,-0.009701749635215704,98.17,-0.04179534158715798,25547.606,1.194448003856441,3.1315280704709014,100.5175,13.72,-0.1905480730647584,2.38,1.5128383667573297,6.7,1848.3599853515625,0.09458273536812267
2014-03-31,94.2967836390594,100.8013,17953.974,1.6508175559380112,2.72,0.13,2.5900000000000003,83.34,0.015477938980267322,101.57,0.03404754624697962,25734.748,0.7325226481103453,3.776024507431064,101.8942,13.88,0.011594332780919227,2.32,1.6126949139408042,6.7,1872.3399658203125,0.01289021572320049
2014-06-30,94.685294524021,100.9428,18185.911,2.6891521587272926,2.6,0.11,2.49,83.38,0.00047984645834341316,106.07,0.04335103756596918,25987.556,0.9823605033940863,3.9260258641377943,102.735,11.57,-0.1820334138730732,2.26,2.0589816945944195,6.1,1960.22998046875,0.04587283609250346
2014-09-30,95.4488500212256,100.9473,18406.941,3.059782928201682,2.53,0.13,2.4,84.62,0.014762172839270771,91.17,-0.15137335792056741,26171.607,0.7082274300822977,3.666125261946873,103.0641,16.31,0.34336287542733723,2.2,1.6840509711232077,5.9,1972.2900390625,0.00613352066470788
2014-12-31,96.8051681274448,100.7906,18500.031,2.6858351011456394,2.21,0.25,1.96,87.77,0.036549111312104664,53.45,-0.5339792581257571,26475.049,1.1594320516886913,3.630254044155845,103.7044,19.2,0.16313186240081334,2.15,0.6531213919623191,5.6,2058.89990234375,0.04297648817174513
2015-03-31,98.574511441529,100.4781,18666.621,3.9692994988184793,2.04,0.26,1.78,92.44,0.051840028802153805,47.72,-0.1133960402413389,26681.023,0.7779928943663306,3.6770323144411643,101.8914,15.29,-0.2277112590927649,2.11,-0.022031284423873476,5.4,2067.889892578125,0.004356899625238629
2015-06-30,99.3463064947448,100.1409,18782.243,3.2790878609270546,2.36,0.28,2.08,92.4,-0.00043280675854141614,59.48,0.220289524362239,27099.713,1.569242678588445,4.2795751936042015,100.571,18.23,0.17586956874960077,2.12,0.1795718097550525,5.3,2063.110107421875,-0.0023141066517863317
2015-09-30,100.291901617658,99.63108,18857.418,2.4473213664345517,2.17,0.33,1.8399999999999999,95.55,0.033522692038643435,45.06,-0.2776451865878558,27387.493,1.0619300654586272,4.645820946340806,100.7547,24.5,0.2956045288601097,2.15,0.008842961634170088,5.0,1920.030029296875,-0.07187377896656726
2015-12-31,101.787280446068,99.25883,18892.206,2.119861312664817,2.24,0.65,1.5900000000000003,96.42,0.0090639782911943,37.13,-0.1935696668151096,27540.109,0.5572470616423519,4.022882072852818,99.0417,18.21,-0.2967022238111647,2.16,0.6387247515364791,5.0,2043.93994140625,0.06253846285994674
2016-03-31,103.001953519955,99.0966,19001.69,1.7950168913805964,1.89,0.59,1.2999999999999998,95.73,-0.007181920019214325,36.94,-0.00513029341789498,27835.902,1.0740444055613585,4.328465966241235,98.3096,13.95,-0.2664913854721421,2.15,0.8916160965521946,5.0,2059.739990234375,0.007700467466339523
2016-06-30,103.822044640492,99.10451,19062.709,1.493250832714721,1.64,0.45,1.19,96.43,0.007285627564031307,48.27,0.2675152749013077,28121.919,1.0275111616645516,3.7720178069782673,98.8833,15.63,0.11371263616601075,2.21,1.0792865347959424,4.9,2098.860107421875,0.018814634864832754
2016-09-30,105.009110012726,99.25769,19197.938,1.8057615310855146,1.63,0.59,1.04,96.61,0.0018648990071251054,47.72,-0.011459652442686215,28467.669,1.2294680174564254,3.944048474973605,98.7457,13.29,-0.16218027170823135,2.29,1.5486446201652182,5.0,2168.27001953125,0.03253523220894816
2016-12-31,106.145280524029,99.68026,19304.352,2.1815663030564147,2.49,0.85,1.6400000000000001,101.16,0.046021166272346245,53.75,0.11899306977805685,28626.556,0.5581314016261718,3.9449625998212223,99.0214,14.04,0.05489852587251114,2.37,2.0507989115119862,4.7,2238.830078125,0.03202381930024066
2017-03-31,106.878052599422,99.91321,19398.343,2.0874616941966906,2.48,1.03,1.45,99.28,-0.01875928090541253,50.54,-0.061578565047724076,28966.27,1.186709291889665,4.060827631883468,99.0137,12.37,-0.12663621219326848,2.4,2.44119623655914,4.4,2362.719970703125,0.053860042467208366
2017-06-30,108.499027862779,99.95049,19506.949,2.3304137937582903,2.19,1.24,0.95,96.84,-0.024884008826494018,46.02,-0.09368901735282825,29365.576,1.378520603446698,4.4223760121064215,100.3471,11.18,-0.10114771867744334,2.49,1.640565809959127,4.3,2423.409912109375,0.025362117629682848
2017-09-30,109.745083635889,100.1729,19660.766,2.410821412174591,2.2,1.31,0.8900000000000001,93.57,-0.03435031278203622,51.67,0.11580125769187334,29686.352,1.0923538499636454,4.280937086910752,99.7954,9.51,-0.1617825911696542,2.54,2.1805652303711787,4.3,2519.360107421875,0.03882934067915097
2017-12-31,110.741816962729,100.5772,19882.352,2.9941434967617697,2.4,1.76,0.6399999999999999,94.38,0.00861936701041993,60.46,0.15710464705221872,30185.758,1.6822747368892,5.446697814434964,101.4644,11.04,0.1491811642916502,2.48,2.129930719552253,4.1,2673.610107421875,0.059424715653347636
2018-03-31,111.993606873921,100.9108,20044.077,3.328810094759116,2.84,2.09,0.75,92.18,-0.023585999005879113,64.87,0.07040327787365218,30413.27,0.7537064333451582,4.995465415464273,102.2067,19.97,0.5927061065787745,2.5,2.3309497646499366,4.0,2640.8701171875,-0.012321206606695332
2018-06-30,112.698004980836,100.8728,20150.476,3.2989628465220244,2.91,2.33,0.5800000000000001,96.91,0.05003952545409627,74.13,0.13343504144366433,30982.652,1.8721498872038334,5.506706219554469,103.198,16.09,-0.216033186423432,2.5,2.8075506935940187,4.0,2718.3701171875,0.028924026381460997
2018-09-30,113.749117494993,100.5557,20276.154,3.130030640718684,3.0,2.59,0.41000000000000014,97.62,0.0072996777125427445,73.16,-0.013171485145963436,31297.757,1.017036888901579,5.428100428102467,104.1004,12.12,-0.28334098036312344,2.52,2.332055105808828,3.7,2913.97998046875,0.06948735854824029
2018-12-31,114.560196731927,99.94087,20304.874,2.125110751484538,2.83,2.63,0.20000000000000018,98.55,0.009481643139727616,45.15,-0.48265854365967054,31649.593,1.124157235932266,4.849422697949146,104.0936,25.42,0.7406792851201397,2.54,2.0023809043401064,3.9,2506.85009765625,-0.15049281375607831
2019-03-31,115.708404627779,99.44259,20431.641,1.9335587266003706,2.57,2.4,0.16999999999999993,97.69,-0.008764833933878058,60.19,0.287515945696685,31930.827,0.8885864661829945,4.989785708672567,102.8757,13.71,-0.6174107721870851,2.54,1.8831863513063984,3.8,2834.39990234375,0.12280321624238706
2019-06-30,116.407017775045,99.10378,20602.275,2.242125694698238,2.07,1.92,0.1499999999999999,98.75,0.010792204116380062,58.2,-0.03362087082228719,32290.786,1.1273087289596306,4.222149866318747,102.4375,15.08,0.09524386900558697,2.59,1.671194894390049,3.6,2941.760009765625,0.03717780489772283
2019-09-30,117.657063019342,98.96687,20843.322,2.797216868642849,1.7,1.75,-0.050000000000000044,100.11,0.013678177650161058,54.09,-0.07323602885405651,32664.593,1.1576274420820765,4.3672011384074505,102.2917,16.24,0.07410797215372183,2.6,1.6844977040391562,3.5,2976.739990234375,0.011820693681515101
2019-12-31,119.158664152198,99.18102,20985.448,3.3517765241980912,1.86,1.59,0.27,98.12,-0.020078362041103703,61.14,0.12251699057935275,32941.707,0.8483620169398742,4.082561188069622,101.7003,13.78,-0.16425906914801938,2.61,2.3195274699624457,3.6,3230.780029296875,0.08189486452323777
2020-03-31,121.029317602844,97.7655,20709.212,1.3585350290757248,0.87,0.17,0.7,102.42,0.04289078664411559,20.51,-1.092253744378399,33855.658,2.774449423644021,6.028127614734191,97.4078,53.54,1.357210772506694,2.69,1.4940399642909163,4.4,2584.590087890625,-0.22315668118120488
2020-06-30,122.255809233522,96.28636,19077.992,-7.39861495878491,0.73,0.16,0.57,101.77,-0.006366640830564108,39.27,0.6495482965056291,34521.688,1.9672634925600896,6.908788160189117,91.5934,30.43,-0.5650000741833268,2.45,0.7166562831830481,11.0,3100.2900390625,0.18192874606599305
2020-09-30,125.870959256677,98.86179,20558.879,-1.3646720997737227,0.68,0.12,0.56,99.25,-0.025073445636540383,40.05,0.019667804924449864,34736.284,0.6216266133915571,6.342313831983137,95.9669,26.37,-0.1432019635436844,1.99,1.3910228912373812,7.8,3363.0,0.08133776465568499
2020-12-31,130.825282385654,100.0455,20791.917,-0.9222152417236895,0.93,0.1,0.8300000000000001,95.07,-0.0430284571963608,48.35,0.18833754838493516,35072.866,0.9689637498357717,6.469485628052007,98.363,22.75,-0.14766185496823597,2.1,1.3204191315779434,6.7,3756.070068359375,0.11053978346163756
2021-03-31,134.030300409343,101.0756,21082.134,1.8007541764505586,1.61,0.07,1.54,96.76,0.017620223370887624,59.19,0.20228638680333025,35513.128,1.2552780830628274,4.895695720933846,98.3856,19.4,-0.159292079327677,1.88,2.6678187820641908,6.1,3972.889892578125,0.05612054630419489
2021-06-30,137.982128416549,101.368,21440.929,12.385669309432568,1.52,0.07,1.45,97.19,0.004434139773552742,73.52,0.21680486934479795,36492.706,2.7583546005860216,5.709506441284096,99.7987,15.83,-0.20336619217636154,1.59,5.295632620349999,5.9,4297.5,0.07853969575090218
2021-09-30,142.267464049887,101.1924,21617.828,5.1508109950936465,1.37,0.09,1.28,98.68,0.01521446614577675,75.22,0.02285967499475885,37004.841,1.403390036354124,6.530799322115177,98.8579,23.14,0.3796558478726097,1.53,5.351215590949132,4.7,4307.5400390625,0.002333526299210618
2021-12-31,145.203948652326,101.0947,21988.737,5.756179192135091,1.47,0.39,1.08,101.02,0.023436225378750397,75.33,0.0014613087954129438,37773.874,2.078195660940696,7.701132835850943,100.5726,17.22,-0.29549122276594586,1.57,7.174340285065539,3.9,4766.18017578125,0.10117819779018065
2022-03-31,148.597318866443,100.6395,21932.71,4.034582077886428,2.13,1.63,0.5,102.45,0.014056357645002215,100.53,0.28857772857972536,38484.522,1.881321465730501,8.367029792475611,101.3907,20.56,0.17727594158737958,1.69,8.572204966013853,3.7,4530.41015625,-0.050732704749472134
2022-06-30,150.540948036499,99.71668,21967.045,2.4537929303342976,3.14,2.8,0.3400000000000003,107.43,0.04746459799354238,107.76,0.06945034168477979,39151.836,1.7339802219708211,7.2867438221764225,101.018,28.71,0.3338980535460083,1.83,8.979361103105798,3.6,3785.3798828125,-0.17966623042147956
2022-09-30,148.673356279946,99.05598,22125.625,2.3489732641040373,3.52,4.05,-0.5299999999999998,111.27,0.03512020749115798,79.91,-0.29900553071573716,39621.446,1.1994584366362915,7.070980253637638,101.2918,31.62,0.09654433764835342,2.05,8.192106896425821,3.5,3585.6201171875,-0.054214812594682166
2022-12-31,147.540921859391,98.73665,22278.345,1.3170742821654535,3.62,4.73,-1.1100000000000003,107.45,-0.034934057081089556,80.16,0.0031236359501831744,39968.814,0.8767171193095669,5.810735748205209,99.7664,21.67,-0.3778610162330583,2.26,6.404600402357152,3.5,3839.5,0.06841071518983645
2023-03-31,147.381040481967,98.58346,22439.607,2.3111462286238282,3.66,4.64,-0.9799999999999995,106.84,-0.005693234846759387,75.68,-0.05751071259293175,40248.554,0.6998956736619766,4.583744082880914,101.0205,18.7,-0.14740529168772684,2.47,4.917719362889961,3.5,4109.31005859375,0.06791299567281989
2023-06-30,149.043363364415,98.68858,22580.499,2.792610476283919,3.75,5.4,-1.6500000000000004,107.27,0.0040166323675776975,70.66,-0.06863428281262386,40457.113,0.5181776219836287,3.333884520766772,100.1196,13.59,-0.3191892956974885,2.75,3.070617072997095,3.6,4450.3798828125,0.07973431399747659
2023-09-30,151.299541979656,98.87202,22840.989,3.2331922827038895,4.38,5.46,-1.08,109.14,0.017282441148747968,90.77,0.25044919260753673,40668.132,0.5215868962276105,2.641715802093625,101.0211,17.52,0.25400885734519296,2.94,3.687206638119256,3.7,4288.0498046875,-0.03715742085857204
2023-12-31,152.407510338912,99.04315,23033.78,3.390893713155063,4.02,4.79,-0.7700000000000005,106.67,-0.022891505120694385,71.89,-0.23319166154275564,40892.094,0.5507063860223482,2.310000992273631,100.6031,12.45,-0.34162246259752876,3.1,3.3159099427102934,3.8,4769.830078125,0.10647864263095763
2024-03-31,152.760309697548,99.36462,23082.119,2.8632943527041155,4.21,5.03,-0.8200000000000003,108.4,0.01608813236815447,83.96,0.15520332195665204,41158.249,0.6508715352165684,2.2601929997286607,100.4575,13.01,0.04399766961369727,3.17,3.4868349120836584,3.9,5254.35009765625,0.0967456423109405
2024-06-30,153.539549860848,99.41647,23286.508,3.1266315239534936,4.31,5.09,-0.7800000000000002,111.04,0.02406240775294865,82.83,-0.013550180342259433,41489.309,0.8043588054486905,2.551333803773903,100.894,12.44,-0.04480120521338059,3.22,2.9702579486470926,4.1,5460.47998046875,0.03848037086176328
2024-09-30,154.412835006889,99.61661,23478.57,2.7913896372876,3.72,3.98,-0.2599999999999998,108.79,-0.020471078325503125,68.75,-0.18631357806349202,41835.494,0.8343956752810744,2.8704588644494544,99.8084,16.73,0.29628642768769925,3.2,2.4264830315416708,4.1,5762.47998046875,0.05383123980767914
2024-12-31,155.442612653776,99.93683,23586.542,2.3997884845648576,4.39,4.16,0.22999999999999954,113.45,0.0419427927928594,72.44,0.052281896468532,41746.359,-0.21306070868913896,2.0890713006773476,100.3273,17.35,0.036388991394135733,3.08,2.870690967509981,4.1,5881.6298828125,0.02046598024320146
2025-03-31,155.349399988534,99.8138,23548.21,2.0192730138857806,4.28,4.03,0.25,112.91,-0.004771170033419958,71.87,-0.007899701534861326,41932.4,0.4456460502340054,1.8809133498366215,101.0404,22.28,0.250096908666215,3.06,2.381981462805549,4.2,5611.85009765625,-0.04695346360899079
2025-06-30,154.557746808787,99.75742,23770.976,2.0804665087611918,4.38,3.96,0.41999999999999993,108.72,-0.037815271349542455,66.3,-0.08066903428853459,42224.199,0.6958795585275235,1.7712755833074967,101.4785,16.73,-0.2864859000603507,3.04,2.680453865910226,4.1,6204.9501953125,0.10046694123752506
2025-09-30,153.894276899797,99.97827,24026.834,2.335167772142843,4.12,3.68,0.43999999999999995,108.27,-0.004147662520081373,63.17,-0.04836039228120774,42637.245,0.9782210433405769,1.916437272140259,101.668,16.28,-0.027266154424338346,2.98,3.0225715847133294,4.4,6688.4599609375,0.07503625539793267
2025-12-31,153.955189510694,100.4335,24055.749,1.9892996607980828,4.14,3.48,0.6599999999999997,107.51,-0.007044240825670113,57.26,-0.09822720524064008,,,,101.6781,14.95,-0.08522606073769895,2.94,2.653304114557753,4.4,6845.5,0.02320785461047911
